Termino_Ingles,Transcripcion_IPA
inattention,ˌɪnəˈtɛnʧən
caramel,ˈkɛrəməl
pursed,pərst
electable,ɪˈlɛktəbəl
phu,fu
pollux,ˈpɑləks
stair,stɛr
concentrate,ˈkɑnsənˌtreɪt
spiller,ˈspɪlər
dada,ˈdɑˌdɑ
solution,səˈluʃən
orpheus,ˈɔrfiəs
depressing,dɪˈprɛsɪŋ
exemplar,ɪgˈzɛmplɑr
vaccinate,ˈvæksəneɪt
rephrase,riˈfreɪz
depravation,ˌdɛprəˈveɪʃən
do,du
soco,ˈsɑkoʊ
poignantly,ˈpɔɪnjəntli
grey,greɪ
spatula,ˈspæˌʧʊlə
rash,ræʃ
erwin,ˈərˌwɪn
eve,iv
motel,moʊˈtɛl
grazer,ˈgreɪzər
encore,ˈɑnˌkɔr
oily,ˈɔɪli
prue,pru
metra,ˈmɛtrə
desolation,ˌdɛsəˈleɪʃən
belief,bɪˈlif
escalate,ˈɛskəˌleɪt
grater,ˈgreɪtər
sabbatical,səˈbætɪkəl
environment,ɪnˈvaɪrənmənt
portico,ˈpɔrtəˌkoʊ
exculpate,ˌɛkˈskəlpeɪt
worthiest,ˈwərðiəst
frantic,ˈfræntɪk
colling,ˈkɑlɪŋ
boost,bust
linker,ˈlɪŋkər
spunk,spəŋk
stave,steɪv
hydrate,ˈhaɪˌdreɪt
dunne,dən
cleverly,ˈklɛvərli
snohomish,sˈnɑhəmɪʃ
blistered,ˈblɪstərd
epigrammatic,ˌɛpɪgrəˈmætɪk
decorative,ˈdɛkrətɪv
waved,weɪvd
lander,ˈlændər
polymorphism,ˌpɑˌliˈmɔrfɪzm
reboard,riˈbɔrd
sifting,ˈsɪftɪŋ
create,kriˈeɪt
wo,woʊ
nonliturgical,nɑnləˈtərʤɪkəl
linoleum,ləˈnoʊliəm
sedation,səˈdeɪʃən
incomparable,ˌɪnˈkɑmpərəbəl
snoring,sˈnɔrɪŋ
renk,rɛŋk
ripper,ˈrɪpər
scudder,ˈskədər
fluoresce,ˌflʊˈrɛs
insinuating,ˌɪnˈsɪnjueɪtɪŋ
neurofibromatosis,ˌnʊroʊfaɪˌbroʊməˈtoʊsɪs
yore,jɔr
man,mæn
hearted,ˈhɑrtɪd
hospitalization,ˌhɑspɪtələˈzeɪʃən
premature,ˌpriməˈʧʊr
road,roʊd
apologetic,əˌpɑləˈʤɛtɪk
dendrochronology,ˌdɛnˌdroʊkrəˈnɑləʤi
tanked,tæŋkt
emigrate,ˈɛməˌgreɪt
staunch,stɔnʧ
moslem,ˈmɑzləm
depression,dɪˈprɛʃən
collar,ˈkɑlər
noncommercial,ˈnɑnkəˈmərʃəl
waif,weɪf
sculptural,ˈskəlpʧərəl
frase,freɪz
lymph,lɪmf
nearsighted,ˈnirˌsaɪtɪd
swank,swæŋk
prometheus,prəˈmiˌθiəs
sealing,ˈsilɪŋ
spasmodically,spæzˈmɔdɪkli
meng,mɛŋ
beech,biʧ
latin,ˈlætən
pegboard,ˈpɛgˌbɔrd
skittle,ˈskɪtəl
molest,məˈlɛst
tale,teɪl
bound,baʊnd
stratify,ˈstrætəˌfaɪ
imitation,ˌɪməˈteɪʃən
barely,ˈbɛrli
occasion,əˈkeɪʒən
gorgeous,ˈgɔrʤəs
plait,pleɪt
stereographic,ˌstɛˌrioʊˈgræfɪk
acetone,ˈæsəˌtoʊn
unindicted,ˌənɪnˈdaɪtɪd
seductive,sɪˈdəktɪv
reflate,riˈfleɪt
smarty,sˈmɑrti
inundate,ˈɪnənˌdeɪt
alister,ˈælɪstər
dell,dɛl
spoke,spoʊk
raver,ˈreɪvər
deformed,dɪˈfɔrmd
sturgeon,ˈstərʤɪn
deluxe,dəˈləks
margot,ˈmɑrgoʊ
parametric,ˌpɛrəˈmɛtrɪk
gorge,gɔrʤ
slapstick,sˈlæpˌstɪk
funded,ˈfəndɪd
fraternity,frəˈtərnɪti
knockdown,ˈnɑkˌdaʊn
petition,pəˈtɪʃən
och,ɑk
centner,ˈsɛntnər
earle,ərl
reoccur,riəˈkər
apportion,əˈpɔrʃən
rung,rəŋ
bury,ˈbɛri
cozy,ˈkoʊzi
sawmill,ˈsɔˌmɪl
rift,rɪft
companionway,kəmˈpænjənˌweɪ
culpa,ˈkəlpə
completion,kəmˈpliʃən
invocation,ˌɪnvəˈkeɪʃən
hegelian,hiˈʤiliən
ism,ˈɪzəm
commissary,ˈkɑməˌsɛri
subordinating,səˈbɔrdəˌneɪtɪŋ
obstetrical,əbˈstɛtrɪkəl
lemur,ˈlimər
detoxification,dɪˌtɑksɪfɪˈkeɪʃən
stockade,ˈstɑˌkeɪd
revenuer,ˈrɛvəˌnuər
awan,ˈeɪwən
hi,haɪ
talitha,ˈtælɪðə
comically,ˈkɑmɪkəli
legalize,ˈligəˌlaɪz
dura,ˈdʊrə
penal,ˈpinəl
solidify,səˈlɪdəˌfaɪ
correlated,ˈkɔrəˌleɪtəd
determinedly,dəˈtərmənədli
manning,ˈmænɪŋ
lab,læb
saskatoon,ˈsæskəˌtun
jailhouse,ˈʤeɪˌlhaʊs
involved,ˌɪnˈvɑlvd
howling,ˈhaʊlɪŋ
emperor,ˈɛmpərər
fusion,fˈjuʒən
sorus,ˈsɔrəs
francis,ˈfrænsɪs
fruitcake,ˈfrutˌkeɪk
leapfrogging,ˈlipˌfrɔgɪŋ
predate,ˈpriˈdeɪt
fop,ˈɛˈfoʊˈpi
theoretician,ˌθiərəˈtɪʃən
happier,ˈhæpiər
advisor,ædˈvaɪzər
harlot,ˈhɑrlət
ursus,ˈərsəs
kremlin,ˈkrɛmlɪn
languish,ˈlæŋgwɪʃ
scopic,ˈskɑpɪk
righteousness,ˈraɪʧəsnəs
clayman,ˈkleɪmən
paulie,ˈpɔˌli
enlarging,ˌɛnˈlɑrʤɪŋ
inspiration,ˌɪnspərˈeɪʃən
handrail,ˈhænˌdreɪl
egghead,ˈɛˌghɛd
dissipated,ˈdɪsəˌpeɪtɪd
decidedly,ˌdɪˈsaɪdədli
niall,naɪəl
shriner,ʃˈraɪnər
dandelion,ˈdændəˌlaɪən
needlefish,ˈnidəlˌfɪʃ
penelope,pəˈnɛləpi
belvedere,ˌbɛlvɪˈdɪr
yer,jər
inflected,ˌɪnˈflɛktəd
sarkar,ˈsɑrˌkɑr
tinged,tɪŋd
luck,lək
captain,ˈkæptən
acutely,əˈkjutli
operable,ˈɑpərəbəl
catchment,ˈkæʧmənt
flagman,ˈflægˌmæn
radicalization,ˌrædɪkəlɪˈzeɪʃən
haven,ˈheɪvən
abolish,əˈbɑlɪʃ
junco,ˈʤəŋkoʊ
unsympathetic,ənˌsɪmpəˈθɛtɪk
feck,fɛk
brave,breɪv
fowler,ˈfaʊlər
abscess,ˈæbˌsɛs
excavation,ˌɛkskəˈveɪʃən
power,paʊər
ratchet,ˈræʧət
stiff,stɪf
munt,mənt
uranium,jərˈeɪniəm
foamy,ˈfoʊmi
condensed,kənˈdɛnst
frictionless,ˈfrɪkʃənləs
sparky,ˈspɑrki
affined,əˈfaɪnd
floe,floʊ
cavendish,ˈkævəndɪʃ
munition,mjuˈnɪʃən
rap,ræp
frequently,ˈfrikwɛntli
cursor,ˈkərsər
terminate,ˈtərməˌneɪt
clique,klik
settlement,ˈsɛtəlmənt
enchantment,ɛnˈʧæntmənt
seckel,ˈsɛkəl
empiricist,ɪmˈpɪrəsəst
pessimism,ˈpɛsəˌmɪzəm
interdependent,ˌɪntərdɪˈpɛndənt
retroactively,ˌrɛtroʊˈæktɪvli
pulverize,ˈpəlvərˌaɪz
sunbeam,ˈsənˌbim
backwater,ˈbækˌwɔtər
nihilism,ˈnaɪəˌlɪzəm
literary,ˈlɪtərˌɛri
maraud,mərɔd
proclamation,ˌprɑkləˈmeɪʃən
reappoint,ˌriəˈpɔɪnt
forfeits,ˈfɔrfɪts
beta,ˈbeɪtə
tania,ˈtɑnjə
saved,seɪvd
goldfish,ˈgoʊldˌfɪʃ
unbolt,ˈənˌboʊlt
erosional,ɪˈroʊʒənəl
asian,ˈeɪʒən
billiard,ˈbɪljərd
gager,ˈgeɪgər
generous,ˈʤɛnərəs
wince,wɪns
baller,ˈbɔlər
gluck,glək
hein,haɪn
claudius,ˈklɔdiəs
sedge,sɛʤ
genet,ˈʤɛnɪt
kevan,ˈkɛvən
unlined,ənˈlaɪnd
lippy,ˈlɪpi
nobleman,ˈnoʊbəlmən
bordered,ˈbɔrdərd
shortcake,ˈʃɔrtˌkeɪk
swink,swɪŋk
halogenate,ˈhæləʤəˌneɪt
geographical,ˌʤiəˈgræfɪkəl
whaler,ˈweɪlər
handset,ˈhændˌsɛt
wain,weɪn
grapevine,ˈgreɪpˌvaɪn
cataclysmic,ˌkætəˈklɪzmɪk
protege,ˈproʊtəˌʒeɪ
shireman,ʃɪˈreɪmən
mallard,ˈmælərd
braker,ˈbreɪkər
shipwright,ˈʃɪˌpraɪt
extensively,ɪkˈstɛnsɪvli
proportionally,prəˈpɔrʃənəli
strange,streɪnʤ
distinctly,dɪˈstɪŋktli
bourgeois,ˈbʊrʒwɑ
jammer,ˈʤæmər
astounding,əˈstaʊndɪŋ
wednesday,ˈwɛnzˌdeɪ
prussian,ˈprəʃən
holeman,ˈhoʊlmən
sea,si
meader,ˈmidər
believable,bəˈlivəbəl
lecithin,ˈlɛsɪθɪn
rotating,ˈroʊˌteɪtɪŋ
juliet,ˈʤuliˌɛt
begonia,bɪˈgoʊnjə
canto,ˈkæntoʊ
sadly,ˈsædli
santiago,ˌsæntiˈɑgoʊ
disparity,dɪˈspɛrəti
abloom,əˈblum
magnet,ˈmægnət
wherever,wɛˈrɛvər
rancid,ˈrænsɪd
chucking,ˈʧəkɪŋ
acrimonious,ˌækrəˈmoʊniəs
freeholder,ˈfriˌhoʊldər
extinguish,ɪkˈstɪŋgwɪʃ
summertime,ˈsəmərˌtaɪm
comeback,ˈkəmˌbæk
outermost,ˈaʊtərˌmoʊst
alfonso,ˌælˈfɑnsoʊ
redraw,riˈdrɔ
nervy,ˈnərvi
reaffirm,ˌriəˈfərm
cucumber,ˈkjukəmbər
stile,staɪl
infest,ˌɪnˈfɛst
bishop,ˈbɪʃəp
parr,pɑr
undertow,ˈəndərˌtoʊ
buddy,ˈbədi
holiness,ˈhoʊlinəs
informal,ˌɪnˈfɔrməl
grime,graɪm
secede,sɪˈsid
placidly,ˈplæsɪdli
chauvinistic,ˌʧoʊvəˈnɪstɪk
convertibility,ˌkɑnvərtɪˈbɪlɪti
pendulous,ˈpɛnʤələs
heller,ˈhɛlər
keeler,ˈkilər
somehow,ˈsəmˌhaʊ
berth,bərθ
embrace,ɪmˈbreɪs
pilotless,ˈpaɪlətləs
electrocution,ˌɪˌlɛktrəˈkjuʃən
projectile,prɑˈʤɛktəl
chick,ʧɪk
foolish,ˈfulɪʃ
raker,ˈreɪkər
read,rɛd
ephemeral,ɪˈfɛmərəl
neckwear,ˈnɛkˌwɛr
northwardly,ˈnɔrθwərdli
gametophyte,gəˈmitəˌfaɪt
airfield,ˈɛrˌfild
deter,dɪˈtər
clites,klaɪts
landsman,ˈlændzmən
stiffly,ˈstɪfli
moorman,ˈmʊrmən
samsonite,ˈsæmsəˌnaɪt
veronica,vərˈɑnɪkə
baleful,ˈbeɪlfəl
shindle,ˈʃɪndəl
thyself,ˌðaɪˈsɛlf
grandly,ˈgrændli
laurent,ˈlɔrənt
cutlery,ˈkətləri
wound,wund
evacuee,ɪˈvækjui
decayed,dɪˈkeɪd
marcella,mɑrˈsɛlə
disown,dɪˈsoʊn
lipide,lɪˈpid
lill,lɪl
deplored,dɪˈplɔrd
confirmable,kənˈfərməbəl
bustle,ˈbəsəl
ameen,əˈmin
rust,rəst
inaccuracy,ˌɪˈnækjərəsi
ferrochrome,ˈfɛrəˌkroʊm
middleweight,ˈmɪdəlˌweɪt
havana,həˈvænə
cartwright,ˈkɑrˌtraɪt
expeditionary,ˌɛkspəˈdɪʃəˌnɛri
cristina,krɪˈstinə
capitalize,ˈkæpətəˌlaɪz
volcano,vɑlˈkeɪnoʊ
motorcar,ˈmoʊtərˌkɑr
juice,ʤus
scooped,skupt
naturalism,ˈnæʧərəˌlɪzəm
kinetics,kəˈnɛtɪks
swarthy,sˈwɔrθi
discolor,dɪˈskələr
technological,ˌtɛknəˈlɑʤɪkəl
sharply,ˈʃɑrpli
abhorrent,æˈbhɔrənt
cary,ˈkɛri
capping,ˈkæpɪŋ
boozer,ˈbuzər
laurentian,lɔˈrɛnʃən
commitment,kəˈmɪtmənt
million,ˈmɪljən
his,hɪz
yucky,ˈjəki
invigorate,ˌɪnˈvɪgərɪt
playa,plaɪə
beagle,ˈbigəl
brightening,ˈbraɪtənɪŋ
mans,mænz
graded,ˈgreɪdɪd
solicitous,səˈlɪsətəs
intractable,ˌɪnˈtræktəbəl
viscosity,vɪˈskɑsəti
cabana,kəˈbænə
kurdish,ˈkərdɪʃ
deprivation,ˌdɛprəˈveɪʃən
darst,dɑrst
custodian,kəˈstoʊdiən
achieve,əˈʧiv
talking,ˈtɔkɪŋ
hideaway,ˈhaɪdəˌweɪ
nonwhite,ˈnɑnˈwaɪt
ferrier,ˈfɛriər
scathing,ˈskeɪðɪŋ
moorland,ˈmʊˌrlænd
taker,ˈteɪkər
impanel,ˌɪmˈpænəl
allied,ˈæˌlaɪd
portia,ˈpɔrʃə
eighteen,ˈeɪˈtin
bent,bɛnt
recapitulate,ˌrikəˈpɪʧəˌleɪt
urn,ərn
mentally,ˈmɛnəli
workmanship,ˈwərkmənˌʃɪp
lockport,ˈlɑkˌpɔrt
rescission,rɪˈsɪʒən
outcry,ˈaʊtˌkraɪ
amniocentesis,ˌæmnioʊˌsɛnˈtisɪs
normality,ˌnɔrˈmæləti
personality,ˌpərsəˈnælɪti
crowder,ˈkraʊdər
koko,ˈkoʊkoʊ
patronymic,ˌpætrəˈnɪmɪk
vauxhall,ˈvɑksˌhɔl
romantic,roʊˈmæntɪk
programmatic,ˌprɑgrəˈmætɪk
flute,flut
trowel,ˈtraʊwɛl
shark,ʃɑrk
fireproof,ˈfaɪərˌpruf
liquidator,ˈlɪkwɪˌdeɪtər
baccarat,ˌbɑkərˈɑ
foundry,ˈfaʊndri
bongo,ˈbɑŋˌgoʊ
revert,rɪˈvərt
laureate,ˈlɔriət
maronite,ˈmɑrəˌnaɪt
vehicle,ˈviɪkəl
lamentable,ləˈmɛntəbəl
playmate,ˈpleɪˌmeɪt
witching,ˈwɪʧɪŋ
alexanders,ˌælɪgˈzændərz
atypical,ˌeɪˈtɪpɪkəl
lumper,ˈləmpər
candied,ˈkændid
attached,əˈtæʧt
ghastliness,ˈgæstlinəs
root,rut
beget,bɪˈgɛt
cough,kɔf
jurist,ˈʤʊrɪst
milner,ˈmɪlnər
biochemist,ˌbaɪoʊˈkɛmɪst
frugally,ˈfrugəli
scupper,ˈskəpər
teletype,ˈtɛləˌtaɪp
axiomatic,ˌæksiəˈmætɪk
prim,prɪm
detonate,ˈdɛtəˌneɪt
havoc,ˈhævək
imperceptible,ˌɪmpərˈsɛptɪbəl
overfly,ˌoʊvərˈflaɪ
pillion,ˈpɪljən
transchannel,ˈtrənsˈʧænəl
hinder,ˈhɪndər
coulee,ˈkuli
squelch,skwɛlʧ
inserted,ˌɪnˈsərtɪd
mandamus,mænˈdeɪməs
wen,wɛn
denote,dɪˈnoʊt
rolling,ˈroʊlɪŋ
montjoy,ˈmɑnˌtʤɔɪ
thereon,ðɛˈrɔn
heterosexual,ˌhɛtəroʊˈsɛkˌʃuəl
evocative,ɪˈvɑkətɪv
trouble,ˈtrəbəl
dingy,ˈdɪnʤi
leah,ˈliə
cones,koʊnz
violette,ˌvioʊˈlɛt
copyreader,ˈkɑpiˌridər
bone,boʊn
frilly,ˈfrɪli
nair,nɛr
legally,ˈligəli
hath,hæθ
queensberry,kˈwinzˌbɛri
quire,kwaɪr
subprincipal,səbˈprɪnsəpəl
utilize,ˈjutəˌlaɪz
baba,ˈbəbə
trimester,traɪˈmɛstər
kristi,ˈkrɪsti
shiah,ˈʃiə
muff,məf
tying,taɪɪŋ
winchester,ˈwɪnˌʧɛstər
nance,næns
fresco,ˈfrɛskoʊ
preschool,ˈpriˌskul
floral,ˈflɔrəl
syntheses,ˈsɪnθəˌsis
quince,kwɪns
elevator,ˈɛləˌveɪtər
independence,ˌɪndɪˈpɛndəns
duel,duəl
unhealthful,ənˈhɛlθfəl
spit,spɪt
paik,peɪk
quickness,kˈwɪknəs
bushwhacking,ˈbʊʃˌwækɪŋ
renunciation,rɪˌnənsiˈeɪʃən
parakeet,ˈpɛrəˌkit
peyton,ˈpeɪtən
recoup,rɪˈkup
neuropathy,ˌnʊˈrɔpəθi
fruitless,ˈfrutləs
anatole,ˈænəˌtoʊl
agleam,əˈglim
audrey,ˈɔdri
maybe,ˈmeɪbi
falkland,ˈfɔklənd
tivoli,ˈtɪvəli
landlock,ˈlænˌdlɑk
psychopath,ˈsaɪkoʊˌpæθ
roderick,ˈrɑdrɪk
chivalry,ˈʃɪvəlri
pediatrician,ˌpidiəˈtrɪʃən
remotely,riˈmoʊtli
unwillingness,ənˈwɪlɪŋnɪs
diffusion,dɪfˈjuʒən
insubordination,ˌɪnsəˌbɔrdəˈneɪʃən
gale,geɪl
mercilessly,ˈmərsələsli
elementary,ˌɛləˈmɛnʧri
bounder,ˈbaʊndər
respectably,riˈspɛktəbli
normalcy,ˈnɔrməlsi
liberation,ˌlɪˌbərˈeɪʃən
kozo,ˈkoʊzoʊ
stuffer,ˈstəfər
capture,ˈkæpʧər
cashew,ˈkæˌʃu
feverishly,ˈfɛvərˌɪʃli
harass,həræs
cephas,ˈsɛfəz
irishman,ˈaɪrɪʃmən
impersonator,ˌɪmˈpərsəneɪtər
township,ˈtaʊnʃɪp
turned,tərnd
gobble,ˈgɑbəl
dominance,ˈdɑmənəns
wages,ˈweɪʤɪz
oblong,ˈɑblɔŋ
tranquil,ˈtræŋkwɪl
ailing,ˈeɪlɪŋ
clipped,klɪpt
cultivated,ˈkəltəˌveɪtɪd
mending,ˈmɛndɪŋ
ward,wɔrd
shakespearean,ˌʃeɪkˈspɪriən
janice,ˈʤænɪs
calico,ˈkæləˌkoʊ
resettable,riˈsɛtəbəl
quartermaster,kˈwɔrtərˌmæstər
outboard,ˈaʊtˌbɔrd
subterfuge,ˈsəbtərfˌjuʤ
spaid,speɪd
congratulatory,kənˈgræʧələˌtɔri
baptism,ˈbæptɪzəm
goat,goʊt
sussex,ˈsəsɪks
carman,ˈkɑrmən
incarceration,ˌɪnˌkɑrsərˈeɪʃən
shipload,ˈʃɪˌploʊd
expunge,ɪkˈspənʤ
horrific,hɔˈrɪfɪk
prevent,prɪˈvɛnt
earthstar,ˈərθˌstɑr
ging,ʤɪŋ
accidentally,ˌæksəˈdɛnəli
joachim,ˌwɑˈkim
farish,ˈfɛrɪʃ
galvanized,ˈgælvəˌnaɪzd
sri,ˈɛˈsɑˈraɪ
overexcite,ˌoʊvərɛkˈsaɪt
dusting,ˈdəstɪŋ
removable,rɪˈmuvəbəl
ingestion,ˌɪnˈʤɛsʧən
spirit,ˈspɪrɪt
arcos,ˈɑrkoʊz
foreclosure,fɔrˈkloʊʒər
punk,pəŋk
roc,rɑk
serialize,ˈsɪˌriəˌlaɪz
voter,ˈvoʊtər
shut,ʃət
tarin,ˈtɑrin
withheld,wɪθˈhɛld
arvel,ɑrˈvɛl
rigsby,ˈrɪgzbi
locksmith,ˈlɑksˌmɪθ
wildcat,ˈwaɪldˌkæt
dawdle,ˈdɔdəl
ree,ri
gibby,ˈʤɪbi
commingle,kəˈmɪŋgəl
pathological,ˌpæθəˈlɑʤɪkəl
sizing,ˈsaɪzɪŋ
subsystem,ˈsəbˌsɪstəm
assault,əˈsɔlt
oversea,ˌoʊvərˈsi
scintilla,sɪnˈtɪlə
fenian,ˈfiniən
receivable,rɪˈsivəbəl
adherent,əˈdhɪrənt
roe,roʊ
alumnae,əˈləmˌneɪ
minimal,ˈmɪnəməl
whilst,waɪlst
feed,fid
thunderbird,ˈθəndərˌbərd
cabinda,kəˈbɪndə
shackle,ˈʃækəl
commission,kəˈmɪʃən
uneducated,əˈnɛʤʊˌkeɪtɪd
eugenic,juˈʤɛnɪk
skinless,ˈskɪnləs
cuban,ˈkjubən
esoteric,ˌɛsəˈtɛrɪk
comity,ˈkoʊmɪti
helper,ˈhɛlpər
pentane,ˈpɛnˌteɪn
commode,kəˈmoʊd
dark,dɑrk
meridian,mərˈɪdiən
zionist,ˈzaɪənɪst
relive,riˈlɪv
quartile,kˈwɔrtɪl
hemodynamic,ˌhɛmoʊdaɪˈnæmɪk
cyclopean,ˌsaɪkləˈpiən
disability,ˌdɪsəˈbɪlɪti
jank,ʤæŋk
shaft,ʃæft
snook,snʊk
thrilling,θˈrɪlɪŋ
right,raɪt
nocturnal,nɑkˈtərnəl
unexpired,ˌənɪkˈspaɪərd
eddy,ˈɛdi
rester,ˈrɛstər
primeval,praɪˈmivəl
rampage,ˈræmˌpeɪʤ
anencephalic,æˌnɛnsɛˈfælɪk
vanquish,ˈvæŋkwɪʃ
workout,ˈwərˌkaʊt
leaded,ˈlɛdɪd
t,ti
uppers,ˈəpərz
hingle,ˈhɪŋgəl
empowerment,ɪmˈpaʊərmənt
foliation,ˌfoʊliˈeɪʃən
weedy,ˈwidi
spasmodic,spæzˈmɔdɪk
plantain,ˈplæntən
reform,rɪˈfɔrm
overcrowd,ˌoʊvərˈkraʊd
auroral,ərˈɔrəl
grail,greɪl
radiant,ˈreɪˌdiənt
remedy,ˈrɛmədi
flinty,ˈflɪnti
undocumented,ənˈdɑkjəmɛnɪd
inertial,ˌɪˈnərʃəl
mayor,meɪər
birthday,ˈbərθˌdeɪ
gazing,ˈgeɪzɪŋ
longevity,lɔnˈʤɛvəti
paradoxical,ˌpɛrəˈdɑksɪkəl
pay,peɪ
bicarbonate,baɪˈkɑrbənət
infiltration,ˌɪnfɪlˈtreɪʃən
untendered,ənˈtɛndərd
profess,prəˈfɛs
hoax,hoʊks
needless,ˈnidləs
fifth,fɪθ
ease,iz
demon,ˈdimən
justification,ˌʤəstəfəˈkeɪʃən
princely,ˈprɪnsli
kitchenware,ˈkɪʧənˌwɛr
bergamo,bərˈgɑmoʊ
heartily,ˈhɑrtəli
excessive,ɪkˈsɛsɪv
informed,ˌɪnˈfɔrmd
algernon,ˈælʤərnɑn
backwardation,ˌbækwərˈdeɪʃən
unearthed,əˈnərθt
skerry,ˈskɛri
hickory,ˈhɪkəri
stretch,strɛʧ
permeability,pərˌmiəˈbɪlɪti
orenda,ɔˈrɛndə
carbide,ˈkɑrˌbaɪd
levis,ˈlɛvɪs
rapport,ræˈpɔr
tierce,tirs
exoneration,ɪgzɑnərˈeɪʃən
teco,ˈtikoʊ
cesium,ˈsiziəm
racking,ˈrækɪŋ
marksman,ˈmɑrksmən
mop,mɑp
repp,rɛp
grosso,ˈgroʊsoʊ
photovoltaic,ˌfoʊtəˌvoʊlˈteɪɪk
openly,ˈoʊpənli
tremulously,ˈtrɛmjələsli
trellis,ˈtrɛləs
conflict,ˈkɑnflɪkt
mojo,ˈmoʊʤoʊ
mycology,maɪˈkɑləʤi
strangler,ˈstræŋglər
geoid,ʤiɔɪd
gyrate,ˈʤaɪˌreɪt
prism,ˈprɪzəm
hereby,hɪrˈbaɪ
destabilize,dɪˈsteɪbəˌlaɪz
hectograph,ˈhɛktəˌgræf
reunify,riˈunəˌfaɪ
impersonate,ˌɪmˈpərsəˌneɪt
scarcity,ˈskɛrsɪti
smeared,smɪrd
gladly,ˈglædli
apathetic,ˌæpəˈθɛtɪk
warmongering,ˈwɔrˌmɑŋgərɪŋ
telfer,ˈtɛlfər
tiring,ˈtaɪrɪŋ
disenfranchise,dɪsɪnˈfrænˌʧaɪz
diseased,dɪˈzizd
negro,ˈnigroʊ
unrolling,ˌənˈroʊlɪŋ
pierre,piɛr
thread,θrɛd
flushing,ˈfləʃɪŋ
flowery,ˈflaʊəri
procrastination,prəˌkræstəˈneɪʃən
mistral,ˈmɪstrəl
implant,ˌɪmˈplænt
sediment,ˈsɛdəmənt
news,nuz
rustproof,ˈrəstˈpruf
distad,ˈdɪstəd
gymnasium,ʤɪmˈneɪziəm
foundational,faʊnˈdeɪʃənəl
prominence,ˈprɑmənəns
frightening,ˈfraɪtənɪŋ
rudeness,ˈrudnəs
kee,ki
urbane,ərˈbeɪn
mangrove,ˈmæŋˌgroʊv
danielle,ˌdænˈjɛl
unsuccessfully,ˌənsəkˈsɛsfəli
orna,ˈɔrnə
staggering,ˈstægərˌɪŋ
accrual,əˈkruəl
disintegration,dɪˌsɪnəˈgreɪʃən
panama,ˈpænəˌmɑ
quasimodo,kæziˈmoʊdoʊ
avoidable,əˈvɔɪdəbəl
mero,ˈmɛroʊ
lula,ˈlulə
mollusk,ˈmɑləsk
tonto,ˈtɑnˌtoʊ
dithyramb,ˈdɪθərˌæm
calf,kæf
apostle,əˈpɔsəl
saharan,ˈsæhərən
romero,roʊˈmɛroʊ
sanctuary,ˈsæŋkʧuˌɛri
sidetrack,ˈsaɪdˌtræk
linn,lɪn
thoro,ˈθɔroʊ
costing,ˈkɔstɪŋ
commodious,kəˈmoʊdiəs
interdiction,ˌɪntərˈdɪkʃən
remittance,rəˈmɪtəns
tugboat,ˈtəgˌboʊt
espouse,ɪˈspaʊz
admiration,ˌædmərˈeɪʃən
vacation,veɪˈkeɪʃən
quant,kwænt
bulla,ˈbʊlə
mignon,ˈmɪgnən
committeeman,kəˈmɪtimən
squirting,skˈwərtɪŋ
participle,ˈpɑrtɪˌsɪpəl
licker,ˈlɪkər
attach,əˈtæʧ
rodd,rɑd
motorboat,ˈmoʊtərˌboʊt
could,kʊd
strictly,ˈstrɪktli
gonia,ˈgoʊniə
damascus,dəˈmæskəs
wang,wæŋ
sunward,ˈsənwərd
manly,ˈmænli
gatherer,ˈgæðərər
advancing,ədˈvænsɪŋ
defence,dɪˈfɛns
these,ðiz
samurai,ˈsæmʊˌraɪ
cordelia,ˌkɔrˈdiˌliə
concentrated,ˈkɔnsənˌtreɪtɪd
matriarchy,ˈmeɪtriˌɑrki
totem,ˈtoʊtəm
abort,əˈbɔrt
anecdote,ˈænɪkˌdoʊt
radically,ˈrædɪkli
consumable,kənˈsuməbəl
stephen,ˈstivən
tait,teɪt
candidly,ˈkændɪdli
polyglot,ˌpɑlɪˈglɑt
cathedral,kəˈθidrəl
impulsive,ˌɪmˈpəlsɪv
leisurely,ˈlizərli
blowfish,ˈbloʊfɪʃ
rentable,ˈrɛntəbəl
roundworm,ˈraʊndwərm
aversive,əˈvərsəv
granule,ˈgrænjəl
herbal,ˈərbəl
valedictorian,ˌvæləˌdɪkˈtɔriən
pollack,ˈpɑlək
harmonica,hɑrˈmɑnɪkə
octahedron,ˌɑktəˈhidrən
foreword,ˈfɔrˌwərd
fitter,ˈfɪtər
amusing,əmˈjuzɪŋ
laine,leɪn
clarinda,klərˈɪndə
wilding,ˈwaɪldɪŋ
pressure,ˈprɛʃər
persuaded,pərsˈweɪdɪd
squalid,skˈwɑləd
asymmetrical,ˌeɪsəˈmɛtrɪkəl
toe,toʊ
della,ˈdɛlə
mishmash,ˈmɪʃˌmæʃ
constraint,kənˈstreɪnt
acts,ækts
flier,flaɪər
grammar,ˈgræmər
yoke,joʊk
gentle,ˈʤɛnəl
shamble,ˈʃæmbəl
hominid,ˈhɑmənɪd
shier,ʃaɪər
charging,ˈʧɑrʤɪŋ
knobby,ˈnɑbi
spot,spɑt
timorese,ˌtimɔˈriz
palace,ˈpæləs
sharpen,ˈʃɑrpən
tupelo,ˈtupəˌloʊ
goyim,gɔɪɪm
wheeled,wild
cartesian,kɑrˈtiʒən
daffy,ˈdæfi
